timestamp,binX1,binX2,binX3,binX4,binTheta1,binTheta2,binTheta3,binTheta4,Mean
1462914956593690,0.0,0.0735294117647,0.852941176471,0.0735294117647,0.0,0.323529411765,0.602941176471,0.0735294117647,1.14044714973
1462915616399088,0.0,0.661764705882,0.338235294118,0.0,0.632352941176,0.264705882353,0.0735294117647,0.0294117647059,-0.224652950278
1462915600099132,0.0,0.0588235294118,0.941176470588,0.0,0.0294117647059,0.352941176471,0.588235294118,0.0294117647059,0.0915457304646
1462915335564307,0.0588235294118,0.0294117647059,0.0441176470588,0.117647058824,0.0735294117647,0.367647058824,0.132352941176,0.426470588235,2.5679236956
1462915577199229,0.0,0.647058823529,0.352941176471,0.0,0.0,0.0882352941176,0.25,0.661764705882,0.212340779193
1462915197628699,0.0,0.352941176471,0.647058823529,0.0,0.352941176471,0.191176470588,0.455882352941,0.0,0.0265740631875
1462915522931446,0.0,0.0735294117647,0.926470588235,0.0,0.0735294117647,0.926470588235,0.0,0.0,-0.409287999453
1462915025893399,0.0,0.0294117647059,0.970588235294,0.0,0.0,0.0294117647059,0.941176470588,0.0294117647059,0.925529512062
1462915030761422,0.0,0.779411764706,0.220588235294,0.0,0.323529411765,0.0294117647059,0.191176470588,0.455882352941,-0.0837602517928
1462915012161501,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.11261411627
1462915399063912,0.0,1.0,0.0,0.0,0.955882352941,0.0,0.0,0.0441176470588,-0.658380924884
1462915591435268,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.32863457409
1462915105361049,0.0,0.176470588235,0.823529411765,0.0,0.0147058823529,0.617647058824,0.205882352941,0.161764705882,0.0301498970949
1462915468231730,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.763439157991
1462915426863799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0130153450838
1462915059729270,0.0,0.132352941176,0.867647058824,0.0,0.0882352941176,0.558823529412,0.308823529412,0.0441176470588,0.0358372071918
